OCPM #,Make/Miss,SR Create TS,SR Close TS,CX - RC,CQ TS
409K4DF,Miss,11/19/2019 14:15,1/9/2020 9:57,50.82083333,11/20/2019 3:49
409KBJG,Miss,11/20/2019 9:04,1/9/2020 13:53,50.20069444,11/20/2019 12:22
409GD5G,Miss,11/5/2019 12:15,12/18/2019 11:38,42.97430556,11/5/2019 12:27
409GVGZ,Miss,11/7/2019 10:18,12/18/2019 12:42,41.1,11/7/2019 18:53
409GWVY,Miss,11/7/2019 14:25,12/19/2019 12:51,41.93472222,11/8/2019 2:00
409DV7Y,Miss,10/28/2019 17:07,12/18/2019 22:33,51.22638889,10/28/2019 17:11
409G2W3,Miss,11/4/2019 10:43,12/18/2019 11:41,44.04027778,11/4/2019 10:49
409GCWM,Miss,11/5/2019 12:49,12/18/2019 17:40,43.20208333,11/5/2019 12:53
409GVWK,Miss,11/7/2019 12:11,12/18/2019 15:48,41.15069444,11/7/2019 12:12
409GZ8M,Miss,11/7/2019 17:17,12/18/2019 13:49,40.85555556,11/7/2019 17:25
409H7BT,Miss,11/8/2019 16:33,12/18/2019 12:44,39.84097222,11/8/2019 18:32
409JRD9,Miss,11/18/2019 13:04,1/10/2020 16:22,53.1375,11/19/2019 12:49
409HVC4,Miss,11/13/2019 9:17,1/10/2020 11:29,58.09166667,11/13/2019 11:54
409HGZN,Miss,11/11/2019 16:21,1/13/2020 13:16,62.87152778,11/11/2019 16:24
409MQBM,Miss,12/4/2019 9:47,1/13/2020 11:30,40.07152778,12/4/2019 9:55
409MQGL,Miss,12/4/2019 9:58,1/13/2020 11:25,40.06041667,12/4/2019 10:02
409MQYQ,Miss,12/4/2019 10:45,1/13/2020 15:32,40.19930556,12/4/2019 10:55
4097KKY,Miss,9/30/2019 11:40,1/13/2020 16:23,105.1965278,9/30/2019 11:48
409BCQ2,Miss,10/15/2019 9:38,12/18/2019 15:25,64.24097222,10/16/2019 8:25
409D9W3,Miss,10/24/2019 13:09,12/18/2019 14:46,55.06736111,10/24/2019 19:33
4097KNY,Miss,9/30/2019 11:52,1/13/2020 16:23,105.1881944,9/30/2019 11:58
409GC28,Miss,11/5/2019 11:21,12/20/2019 13:26,45.08680556,11/6/2019 10:56
409MQ4P,Miss,12/4/2019 9:25,1/13/2020 11:24,40.08263889,12/4/2019 17:49
409ML3F,Miss,12/3/2019 14:00,1/13/2020 13:26,40.97638889,12/4/2019 4:56
409GTR3,Miss,11/7/2019 9:18,12/17/2019 11:44,40.10138889,11/7/2019 15:41
409MB6N,Miss,12/2/2019 15:05,1/13/2020 12:44,41.90208333,12/2/2019 18:20
409MLKM,Miss,12/3/2019 14:31,1/13/2020 13:48,40.97013889,12/4/2019 14:37
409KVWB,Miss,11/22/2019 18:07,1/13/2020 11:46,51.73541667,11/22/2019 18:42
409MQ8Q,Miss,12/4/2019 9:38,1/13/2020 10:25,40.03263889,12/4/2019 11:25
4098DBJ,Miss,10/3/2019 12:48,12/18/2019 10:55,75.92152778,10/3/2019 12:52
409GM6W,Miss,11/6/2019 8:54,12/18/2019 13:34,42.19444444,11/6/2019 9:01
409H5G7,Miss,11/8/2019 11:42,12/18/2019 12:44,40.04305556,11/9/2019 8:20
409DCNC,Miss,10/24/2019 16:13,12/20/2019 12:38,56.85069444,10/25/2019 16:34
409FKKD,Miss,10/31/2019 11:06,12/17/2019 11:40,47.02361111,11/1/2019 14:57
409FMWZ,Miss,10/31/2019 15:55,12/21/2019 10:21,50.76805556,10/31/2019 16:07
409HYLN,Miss,11/13/2019 12:59,12/27/2019 11:35,43.94166667,11/13/2019 21:22
409GTWY,Miss,11/7/2019 9:33,12/30/2019 9:32,52.99930556,11/7/2019 9:38
409DLTP,Miss,10/26/2019 22:45,12/30/2019 12:25,64.56944444,10/26/2019 23:11
409HY7L,Miss,11/13/2019 12:09,12/30/2019 12:38,47.02013889,11/13/2019 12:14
409JRCC,Miss,11/18/2019 10:01,12/30/2019 14:29,42.18611111,11/18/2019 21:01
409JRG5,Miss,11/18/2019 10:17,12/30/2019 14:29,42.175,11/18/2019 20:36
409JJ6H,Miss,11/15/2019 18:02,12/30/2019 15:28,44.89305556,11/15/2019 18:05
409JSMB,Miss,11/18/2019 14:44,12/30/2019 10:41,41.83125,11/19/2019 6:19
409K54Z,Miss,11/19/2019 14:23,12/30/2019 10:39,40.84444444,11/21/2019 15:03
409K4T2,Miss,11/19/2019 15:25,12/30/2019 13:45,40.93055556,11/19/2019 15:32
409KCNP,Miss,11/20/2019 14:29,12/30/2019 11:45,39.88611111,11/21/2019 6:27
409KDLS,Miss,11/20/2019 16:32,12/30/2019 10:31,39.74930556,11/21/2019 6:27
409C5H8,Miss,10/18/2019 10:14,12/17/2019 14:01,60.15763889,10/18/2019 19:08
409HVMC,Miss,11/13/2019 9:41,12/30/2019 9:31,46.99305556,11/13/2019 12:45
409JJ3S,Miss,11/15/2019 17:28,12/30/2019 12:32,44.79444444,11/18/2019 16:18
409JJDL,Miss,11/15/2019 18:46,12/30/2019 19:29,45.02986111,11/17/2019 5:36
409KC5W,Miss,11/20/2019 10:24,12/30/2019 14:28,40.16944444,11/22/2019 6:53
409JBBV,Miss,11/14/2019 19:50,12/30/2019 16:30,45.86111111,11/15/2019 19:55
409KCJH,Miss,11/20/2019 14:14,12/30/2019 11:43,39.89513889,11/20/2019 17:07
409K3P8,Miss,11/19/2019 12:43,12/30/2019 12:52,41.00625,11/20/2019 16:20
409KCLF,Miss,11/20/2019 14:22,12/30/2019 11:42,39.88888889,11/20/2019 17:11
409GWFL,Miss,11/7/2019 10:17,12/20/2019 16:31,43.25972222,11/7/2019 19:15
409DBMF,Miss,10/24/2019 14:32,12/31/2019 10:55,67.84930556,10/24/2019 14:34
409HH92,Miss,11/11/2019 17:09,12/31/2019 11:44,49.77430556,11/11/2019 17:15
409CFDG,Miss,10/21/2019 11:05,12/31/2019 15:21,71.17777778,10/21/2019 11:21
409JR38,Miss,11/18/2019 11:25,12/31/2019 13:39,43.09305556,11/19/2019 3:42
409JSHM,Miss,11/18/2019 15:30,12/31/2019 14:35,42.96180556,11/18/2019 15:35
409KCVH,Miss,11/20/2019 14:52,12/31/2019 12:39,40.90763889,11/21/2019 15:38
409HYLV,Miss,11/13/2019 13:00,12/31/2019 12:38,47.98472222,11/13/2019 21:09
409KN7T,Miss,11/21/2019 17:44,12/31/2019 14:36,39.86944444,11/21/2019 17:59
409KN4K,Miss,11/21/2019 16:10,12/31/2019 14:21,39.92430556,11/22/2019 16:54
4098B2G,Miss,10/3/2019 9:48,12/31/2019 14:21,89.18958333,10/7/2019 13:09
409KCKT,Miss,11/20/2019 14:20,12/31/2019 10:58,40.85972222,11/20/2019 17:09
409J88V,Miss,11/14/2019 11:09,1/2/2020 19:00,49.32708333,11/14/2019 11:29
409FTT6,Miss,11/2/2019 5:39,1/2/2020 15:44,61.42013889,11/2/2019 5:40
409K4P8,Miss,11/19/2019 15:03,1/2/2020 14:29,43.97638889,11/21/2019 3:25
409KKN2,Miss,11/21/2019 11:26,1/2/2020 10:38,41.96666667,11/21/2019 13:35
409KSZM,Miss,11/22/2019 12:45,1/2/2020 12:40,40.99652778,11/22/2019 17:55
409KQBR,Miss,11/22/2019 7:29,1/2/2020 14:29,41.29166667,11/22/2019 15:21
409KS98,Miss,11/22/2019 11:10,1/2/2020 10:31,40.97291667,11/25/2019 8:22
409K4VH,Miss,11/19/2019 16:33,1/2/2020 13:31,43.87361111,11/20/2019 9:52
409K3V4,Miss,11/19/2019 13:01,1/2/2020 14:28,44.06041667,11/20/2019 11:06
409KBLN,Miss,11/20/2019 12:14,1/2/2020 15:31,43.13680556,11/21/2019 10:52
409KLN6,Miss,11/21/2019 12:38,1/2/2020 14:28,42.07638889,11/22/2019 4:34
409KNKN,Miss,11/21/2019 21:36,1/2/2020 11:29,41.57847222,11/23/2019 10:57
409KKZJ,Miss,11/21/2019 12:06,1/2/2020 13:33,42.06041667,11/23/2019 9:12
409KTFB,Miss,11/22/2019 13:41,1/2/2020 11:26,40.90625,11/23/2019 2:36
409FV6R,Miss,11/2/2019 14:16,1/2/2020 12:31,60.92708333,11/5/2019 1:38
409JRTZ,Miss,11/18/2019 14:09,1/2/2020 11:32,44.89097222,11/19/2019 15:56
409F2T9,Miss,10/29/2019 8:22,1/2/2020 11:30,65.13055556,10/29/2019 18:08
409JY54,Miss,11/19/2019 7:41,1/2/2020 13:33,44.24444444,11/20/2019 9:44
409KLJY,Miss,11/21/2019 13:23,1/3/2020 19:17,43.24583333,11/21/2019 15:04
409KSRP,Miss,11/22/2019 12:15,1/3/2020 12:18,42.00208333,11/22/2019 22:23
409FLGP,Miss,10/31/2019 12:28,1/3/2020 10:45,63.92847222,10/31/2019 17:59
409KBTV,Miss,11/20/2019 12:47,1/3/2020 12:12,43.97569444,11/21/2019 17:53
409HHP2,Miss,11/11/2019 20:31,1/3/2020 19:15,52.94722222,11/12/2019 16:28
409KTB4,Miss,11/22/2019 13:23,1/3/2020 12:27,41.96111111,11/22/2019 21:59
409K4NJ,Miss,11/19/2019 13:02,1/3/2020 15:29,45.10208333,11/19/2019 13:08
4096K4S,Miss,9/24/2019 13:56,1/3/2020 12:39,100.9465278,9/24/2019 14:01
409D7CC,Miss,10/24/2019 8:46,1/3/2020 10:45,71.08263889,10/24/2019 8:51
409H78J,Miss,11/8/2019 15:17,1/3/2020 10:43,55.80972222,11/8/2019 15:19
409HPYJ,Miss,11/12/2019 13:14,1/3/2020 11:39,51.93402778,11/12/2019 13:17
409JS6S,Miss,11/18/2019 14:50,1/3/2020 14:31,45.98680556,11/19/2019 17:45
409KL7T,Miss,11/21/2019 13:38,1/3/2020 17:31,43.16180556,11/21/2019 13:44
409KS4N,Miss,11/22/2019 10:57,1/3/2020 14:33,42.15,11/22/2019 11:22
409L4D2,Miss,11/25/2019 11:00,1/3/2020 14:32,39.14722222,11/25/2019 11:11
409F8MM,Miss,10/30/2019 8:38,12/19/2019 15:59,50.30625,10/30/2019 10:59
409GW39,Miss,11/7/2019 12:25,12/19/2019 13:42,42.05347222,11/8/2019 0:52
409KRPF,Miss,11/22/2019 8:07,1/3/2020 14:32,42.26736111,11/24/2019 14:22
409KTG7,Miss,11/22/2019 13:43,1/3/2020 12:36,41.95347222,11/24/2019 10:51
409HGZK,Miss,11/11/2019 13:21,12/21/2019 18:15,40.20416667,11/11/2019 13:56
409KQNH,Miss,11/22/2019 8:22,1/3/2020 11:44,42.14027778,11/23/2019 8:15
409CRDN,Miss,10/22/2019 11:34,1/3/2020 16:30,73.20555556,10/22/2019 17:47
409JR3K,Miss,11/18/2019 11:27,1/5/2020 20:00,48.35625,12/30/2019 8:32
409GG7H,Miss,11/5/2019 17:47,12/27/2019 11:15,51.72777778,11/5/2019 17:54
409L836,Miss,11/25/2019 22:34,1/5/2020 21:19,40.94791667,11/26/2019 3:55
409D428,Miss,10/23/2019 15:50,1/6/2020 13:39,74.90902778,10/23/2019 16:13
409H675,Miss,11/8/2019 12:32,1/6/2020 14:31,59.08263889,11/8/2019 12:40
409HWYQ,Miss,11/13/2019 11:44,1/6/2020 12:35,54.03541667,11/13/2019 11:48
409J2RL,Miss,11/13/2019 19:13,1/6/2020 18:29,53.96944444,11/13/2019 19:21
409J9LY,Miss,11/14/2019 13:18,1/6/2020 10:39,52.88958333,11/14/2019 13:25
409JJY5,Miss,11/16/2019 19:50,1/6/2020 12:36,50.69861111,11/16/2019 20:08
409JRWR,Miss,11/18/2019 13:17,1/6/2020 14:38,49.05625,11/19/2019 4:32
409JZM5,Miss,11/19/2019 8:12,1/6/2020 14:33,48.26458333,11/19/2019 8:18
409K26L,Miss,11/19/2019 11:00,1/6/2020 10:28,47.97777778,11/19/2019 11:06
409K47L,Miss,11/19/2019 12:50,1/6/2020 10:38,47.90833333,11/19/2019 13:06
409K4TM,Miss,11/19/2019 13:30,1/6/2020 15:28,48.08194444,11/19/2019 13:34
409KJNP,Miss,11/21/2019 7:56,1/6/2020 15:32,46.31666667,11/21/2019 8:04
409KTT7,Miss,11/22/2019 14:52,1/6/2020 14:49,44.99791667,11/22/2019 15:03
409L742,Miss,11/25/2019 15:18,1/6/2020 13:44,41.93472222,11/26/2019 13:43
409L3L2,Miss,11/25/2019 9:49,1/6/2020 14:43,42.20416667,11/25/2019 9:51
409L469,Miss,11/25/2019 10:38,1/6/2020 17:30,42.28611111,11/25/2019 11:05
BNBNZHH,Miss,11/25/2019 13:00,1/6/2020 13:45,42.03125,11/25/2019 16:15
409LFT9,Miss,11/26/2019 11:40,1/6/2020 14:31,41.11875,11/26/2019 11:42
BNBNSVD,Miss,11/26/2019 9:01,1/6/2020 11:34,41.10625,11/26/2019 17:17
409LPQ4,Miss,11/27/2019 16:45,1/6/2020 12:49,39.83611111,11/27/2019 17:27
409JGSP,Miss,11/15/2019 12:35,1/6/2020 13:02,52.01875,11/15/2019 12:44
409K47Q,Miss,11/19/2019 13:49,1/6/2020 10:29,47.86111111,11/20/2019 13:23
409KB2H,Miss,11/20/2019 9:16,1/6/2020 10:28,47.05,11/21/2019 2:45
409KKM5,Miss,11/21/2019 10:23,1/6/2020 10:31,46.00555556,11/23/2019 14:37
409KTS3,Miss,11/22/2019 14:39,1/6/2020 14:39,45,11/25/2019 11:49
409F2VW,Miss,10/29/2019 10:28,1/6/2020 10:26,68.99861111,10/29/2019 20:09
409LP9F,Miss,11/27/2019 14:59,1/6/2020 11:35,39.85833333,11/28/2019 12:12
409KV7C,Miss,11/22/2019 14:40,1/6/2020 11:28,44.86666667,11/25/2019 6:20
409FHVY,Miss,10/31/2019 8:11,1/6/2020 14:40,67.27013889,10/31/2019 16:05
409KT4C,Miss,11/22/2019 12:56,1/6/2020 10:27,44.89652778,11/24/2019 11:45
409KY3V,Miss,11/24/2019 18:36,1/6/2020 11:45,42.71458333,11/24/2019 23:58
409LLDZ,Miss,11/27/2019 9:40,1/6/2020 17:34,40.32916667,11/27/2019 15:22
40995YZ,Miss,10/8/2019 14:30,1/6/2020 15:31,90.04236111,10/8/2019 20:01
409LMPM,Miss,11/27/2019 11:49,1/6/2020 13:38,40.07569444,11/27/2019 19:33
409K4BL,Miss,11/19/2019 14:05,1/6/2020 10:26,47.84791667,11/20/2019 5:47
409KR6Y,Miss,11/22/2019 8:20,1/6/2020 12:30,45.17361111,11/22/2019 12:46
409KSW2,Miss,11/22/2019 12:31,1/6/2020 14:49,45.09583333,11/22/2019 22:11
409FS7C,Miss,11/1/2019 13:50,1/7/2020 10:28,66.85972222,11/1/2019 13:52
409HF59,Miss,11/11/2019 11:54,1/7/2020 11:38,56.98888889,11/11/2019 11:57
409K8TW,Miss,11/20/2019 8:36,1/7/2020 12:27,48.16041667,11/20/2019 8:40
BNBNZK8,Miss,11/25/2019 12:51,1/7/2020 10:43,42.91111111,11/25/2019 16:54
BNBNZJL,Miss,11/25/2019 12:54,1/7/2020 10:40,42.90694444,11/25/2019 16:24
BNBNZKZ,Miss,11/25/2019 12:46,1/7/2020 10:38,42.91111111,11/25/2019 17:03
BNBNZLH,Miss,11/25/2019 12:44,1/7/2020 10:39,42.91319444,11/25/2019 17:10
409LG28,Miss,11/26/2019 15:03,1/7/2020 12:55,41.91111111,11/26/2019 15:09
409LPS4,Miss,11/27/2019 19:37,1/7/2020 13:45,40.75555556,11/27/2019 19:51
409D9RC,Miss,10/24/2019 11:53,12/29/2019 9:05,65.88333333,10/24/2019 12:01
BNBPZPG,Miss,11/20/2019 8:59,12/31/2019 15:24,41.26736111,11/20/2019 23:02
409J9RL,Miss,11/14/2019 14:49,1/2/2020 12:48,48.91597222,11/14/2019 15:03
409J6TB,Miss,11/14/2019 10:39,1/7/2020 13:25,54.11527778,11/14/2019 16:52
409KCKG,Miss,11/20/2019 14:18,1/7/2020 11:44,47.89305556,11/21/2019 6:28
409LF72,Miss,11/26/2019 13:20,1/7/2020 13:27,42.00486111,11/26/2019 17:09
409KBMG,Miss,11/20/2019 12:17,1/7/2020 15:43,48.14305556,11/21/2019 17:56
409L59S,Miss,11/25/2019 12:28,1/7/2020 10:31,42.91875,11/26/2019 5:26
409LN8J,Miss,11/27/2019 12:14,1/7/2020 14:13,41.08263889,11/27/2019 21:35
409G5LC,Miss,11/4/2019 15:05,1/7/2020 12:13,63.88055556,11/5/2019 16:11
409GYTC,Miss,11/7/2019 14:33,1/7/2020 12:44,60.92430556,11/8/2019 10:04
409JR8D,Miss,11/18/2019 11:48,1/7/2020 14:59,50.13263889,11/19/2019 15:05
409GQ42,Miss,11/6/2019 20:15,1/7/2020 12:11,61.66388889,11/7/2019 11:50
409J9NN,Miss,11/14/2019 16:24,1/7/2020 11:41,53.80347222,11/16/2019 14:45
409JSNH,Miss,11/18/2019 14:51,1/8/2020 13:11,50.93055556,11/18/2019 15:04
409LN62,Miss,11/27/2019 9:56,1/8/2020 10:12,42.01111111,11/27/2019 10:05
409JPZR,Miss,11/18/2019 10:44,1/8/2020 11:55,51.04930556,11/19/2019 5:06
409JZCH,Miss,11/19/2019 9:51,1/8/2020 13:25,50.14861111,11/19/2019 9:56
409KCJ5,Miss,11/20/2019 14:15,1/8/2020 9:56,48.82013889,11/20/2019 14:22
BNBNZL9,Miss,11/25/2019 12:45,1/8/2020 10:12,43.89375,11/25/2019 17:07
409LFND,Miss,11/26/2019 11:17,1/8/2020 10:43,42.97638889,11/26/2019 11:56
409H6CG,Miss,11/8/2019 13:53,12/18/2019 13:40,39.99097222,11/8/2019 14:01
409LGGK,Miss,11/26/2019 15:17,1/8/2020 12:54,42.90069444,11/27/2019 10:18
409KB2K,Miss,11/20/2019 11:16,1/8/2020 16:04,49.2,11/21/2019 11:15
409LZJF,Miss,11/29/2019 11:26,1/8/2020 16:11,40.19791667,11/29/2019 12:16
409L48M,Miss,11/25/2019 10:44,1/8/2020 13:26,44.1125,11/29/2019 10:16
409L6VT,Miss,11/25/2019 15:49,1/8/2020 9:56,43.75486111,11/26/2019 6:30
409JGZQ,Miss,11/15/2019 12:59,1/9/2020 13:27,55.01944444,11/17/2019 6:40
409KSGJ,Miss,11/22/2019 10:32,1/9/2020 11:29,48.03958333,11/25/2019 12:52
409KSRT,Miss,11/22/2019 10:16,1/9/2020 12:13,48.08125,11/25/2019 12:57
409LP48,Miss,11/27/2019 15:28,1/9/2020 11:57,42.85347222,11/29/2019 11:09
409L4FB,Miss,11/25/2019 9:59,1/9/2020 10:29,45.02083333,11/26/2019 2:02
409LMMN,Miss,11/27/2019 11:41,1/9/2020 18:26,43.28125,11/28/2019 8:16
409LGDD,Miss,11/26/2019 16:03,1/9/2020 11:15,43.8,11/27/2019 7:26
409GNKY,Miss,11/6/2019 14:52,1/10/2020 11:47,64.87152778,11/6/2019 14:59
409LCN7,Miss,11/26/2019 10:32,1/10/2020 11:56,45.05833333,11/26/2019 10:36
409LV66,Miss,11/28/2019 15:14,1/10/2020 15:13,42.99930556,11/28/2019 15:21
409M3KD,Miss,12/1/2019 14:31,1/10/2020 12:45,39.92638889,12/9/2019 17:02
409M6TZ,Miss,12/2/2019 9:27,1/10/2020 16:22,39.28819444,12/2/2019 9:38
409H54Y,Miss,11/8/2019 11:04,12/23/2019 15:29,45.18402778,11/8/2019 22:29
4098RTH,Miss,10/7/2019 8:41,12/20/2019 11:44,74.12708333,10/7/2019 8:48
409GDZG,Miss,11/5/2019 13:05,12/20/2019 15:38,45.10625,11/5/2019 13:10
409GMV9,Miss,11/6/2019 13:12,12/20/2019 18:31,44.22152778,11/6/2019 13:20
409GQ6P,Miss,11/6/2019 20:25,12/20/2019 16:31,43.8375,11/6/2019 20:28
409GYL4,Miss,11/7/2019 16:01,12/20/2019 17:36,43.06597222,11/7/2019 16:04
409HDHR,Miss,11/11/2019 10:54,12/20/2019 17:34,39.27777778,11/14/2019 18:28
409JHFW,Miss,11/15/2019 14:16,1/10/2020 10:13,55.83125,11/17/2019 2:05
409HHHL,Miss,11/11/2019 15:19,12/20/2019 23:00,39.32013889,11/11/2019 15:25
BNBRWMT,Miss,11/11/2019 10:24,12/20/2019 14:00,39.15,11/11/2019 14:41
409HM63,Miss,11/12/2019 10:01,12/23/2019 10:36,41.02430556,11/12/2019 17:50
409LDBL,Miss,11/26/2019 11:33,1/13/2020 14:00,48.10208333,11/27/2019 15:35
409JGTF,Miss,11/15/2019 13:36,1/13/2020 11:29,58.91180556,11/18/2019 18:57
CLKGYDQ,Miss,11/29/2019 12:38,1/13/2020 15:40,45.12638889,11/29/2019 13:58
409GDR3,Miss,11/5/2019 13:36,12/17/2019 9:37,41.83402778,11/6/2019 14:12
409FLQM,Miss,10/31/2019 10:06,12/18/2019 10:58,48.03611111,10/31/2019 10:11
409G5LG,Miss,11/4/2019 16:12,12/24/2019 16:00,49.99166667,11/4/2019 16:57
409HFHH,Miss,11/11/2019 12:39,12/24/2019 11:25,42.94861111,11/11/2019 16:55
CLKLPZG,Miss,10/28/2019 12:49,12/24/2019 10:56,56.92152778,10/29/2019 7:18
409J88Z,Miss,11/14/2019 13:06,12/24/2019 11:31,39.93402778,11/15/2019 19:14
409BP5L,Miss,10/16/2019 14:29,1/13/2020 12:10,88.90347222,10/16/2019 16:40
409ML3Z,Miss,12/3/2019 16:03,1/13/2020 13:42,40.90208333,12/4/2019 4:50
409MVDP,Miss,12/4/2019 16:14,1/13/2020 13:54,39.90277778,12/5/2019 2:42
CLKQY8R,Miss,9/27/2019 11:40,12/24/2019 9:36,87.91388889,9/27/2019 13:53
409J9P9,Miss,11/14/2019 16:28,12/24/2019 13:32,39.87777778,11/15/2019 19:24
409G4B4,Miss,11/4/2019 13:16,12/20/2019 12:43,45.97708333,11/5/2019 10:51
409FVK9,Miss,11/3/2019 9:52,12/19/2019 10:31,46.02708333,11/5/2019 3:50
409CJ4L,Miss,10/21/2019 13:07,12/19/2019 14:27,59.05555556,10/21/2019 13:18
409GWCK,Miss,11/7/2019 13:07,12/27/2019 10:56,49.90902778,11/8/2019 9:05
409G4RQ,Miss,11/4/2019 14:17,1/10/2020 11:29,66.88333333,11/5/2019 15:58
409GBN5,Miss,11/5/2019 10:49,12/20/2019 13:46,45.12291667,11/5/2019 10:53
409KSL6,Miss,11/22/2019 11:50,1/9/2020 14:56,48.12916667,11/22/2019 20:32
409H59V,Miss,11/8/2019 8:26,12/17/2019 15:03,39.27569444,11/8/2019 18:59
409KHRB,Miss,11/21/2019 5:23,1/7/2020 11:17,47.24583333,11/21/2019 5:31
409LFZZ,Miss,11/26/2019 14:00,1/6/2020 11:37,40.90069444,11/27/2019 15:40
409KNC3,Miss,11/21/2019 15:22,1/6/2020 11:40,45.84583333,11/21/2019 15:36
BNBQPJ8,Miss,11/18/2019 9:04,12/30/2019 14:45,42.23680556,11/19/2019 8:50
409F2SG,Miss,10/29/2019 11:19,12/19/2019 14:44,51.14236111,10/29/2019 21:08
409LNPW,Miss,11/27/2019 14:28,1/13/2020 16:26,47.08194444,11/27/2019 14:39
409M2FB,Miss,11/29/2019 14:48,1/7/2020 19:18,39.1875,11/29/2019 14:51
409KCTT,Miss,11/20/2019 14:53,1/6/2020 16:36,47.07152778,11/20/2019 15:13
409LMBF,Miss,11/27/2019 11:05,1/6/2020 11:36,40.02152778,11/27/2019 22:17
409JP48,Miss,11/18/2019 9:35,1/3/2020 9:42,46.00486111,11/18/2019 23:41
409L77B,Miss,11/25/2019 13:39,1/8/2020 15:39,44.08333333,11/26/2019 18:37
4099MG5,Miss,10/10/2019 9:24,12/19/2019 10:29,70.04513889,10/11/2019 10:50
409HR22,Miss,11/12/2019 15:28,1/2/2020 18:33,51.12847222,11/13/2019 6:57
409G9TM,Miss,11/5/2019 9:34,12/23/2019 10:29,48.03819444,11/5/2019 9:41
409KJN2,Miss,11/21/2019 9:55,1/10/2020 11:52,50.08125,11/21/2019 10:05
409LFST,Miss,11/26/2019 14:36,1/8/2020 16:24,43.075,11/27/2019 7:40
409H82V,Miss,11/9/2019 10:30,12/24/2019 11:51,45.05625,11/9/2019 11:02
409KR83,Miss,11/22/2019 9:23,1/9/2020 11:29,48.0875,11/24/2019 9:28
409JGTY,Miss,11/15/2019 13:43,1/13/2020 11:01,58.8875,11/15/2019 13:56
409KJKD,Miss,11/21/2019 9:48,1/7/2020 11:16,47.06111111,11/21/2019 9:52
409HZ99,Miss,11/13/2019 13:31,12/23/2019 12:38,39.96319444,11/13/2019 17:01
409F5CN,Miss,10/29/2019 16:21,12/19/2019 16:28,51.00486111,10/30/2019 12:56
409GVZ8,Miss,11/7/2019 9:24,12/20/2019 11:50,43.10138889,11/7/2019 9:51
409DJZG,Miss,10/25/2019 13:19,12/19/2019 11:11,54.91111111,10/25/2019 14:38
409KNLN,Miss,11/21/2019 21:39,1/7/2020 12:46,46.62986111,11/24/2019 14:33
409B4FG,Miss,10/14/2019 9:06,1/2/2020 14:45,80.23541667,10/14/2019 16:02
409KR7P,Miss,11/22/2019 9:22,1/2/2020 13:31,41.17291667,11/24/2019 9:24
409FQW7,Miss,11/1/2019 10:42,12/18/2019 12:45,47.08541667,11/1/2019 19:38
409HMYL,Miss,11/12/2019 10:08,12/26/2019 14:48,44.19444444,11/12/2019 14:19
409BGY3,Miss,10/15/2019 14:10,12/18/2019 8:11,63.75069444,10/17/2019 4:55
409FSJR,Miss,11/1/2019 11:39,12/17/2019 20:26,46.36597222,11/1/2019 12:43
409LM4M,Make,11/27/2019 10:47,1/9/2020 9:42,42.95486111,12/4/2019 13:25
409LL2L,Miss,11/27/2019 9:06,1/7/2020 14:17,41.21597222,11/27/2019 20:59
409LKSD,Miss,11/27/2019 5:42,1/6/2020 12:36,40.2875,11/27/2019 14:32
